file,env_version,scenario,seed,engine,persona,arm,start_design,gen_config_keys,stored_gen_config_hash,recomputed_gen_config_hash,gen_config_hash_matches,regen_ok_as_recorded,regen_error_as_recorded,regen_ok_fallback,regen_start_price_fallback,max_abs_diff_fallback_price,hash_match_fallback_price,n_compared,max_abs_diff_fallback_fundamental_value,hash_match_fallback_fundamental_value,max_abs_diff_fallback_x,hash_match_fallback_x,worst_abs_diff_as_recorded,path_reproduces_as_recorded,worst_abs_diff_fallback,path_reproduces_fallback,path_reproduces,worst_abs_diff
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__static__bull_trap__seed42__rep0.csv,v2,bull_trap,42,fw_single,ENTJ,static,common,27,8f47bb06205b11dc,8f47bb06205b11dc,True,False,FileNotFoundError: engine 'fw_single' needs an accepted SMM estimate at <repo>\envs\v2\params\fw_single_stock.json; none exists (the attempt was rejected: fw_single_stock.REJECTED.json). Use engine 'ar1_fit' (the documented CAL fallback) explicitly.,True,100.0,81.67586104823357,False,200,5.130379544853156,False,0.5108944909835208,False,,False,81.67586104823357,False,False,
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__INTJ__static__bull_trap__seed42__rep0.csv,v2,bull_trap,42,fw_single,INTJ,static,common,27,8f47bb06205b11dc,8f47bb06205b11dc,True,False,FileNotFoundError: engine 'fw_single' needs an accepted SMM estimate at <repo>\envs\v2\params\fw_single_stock.json; none exists (the attempt was rejected: fw_single_stock.REJECTED.json). Use engine 'ar1_fit' (the documented CAL fallback) explicitly.,True,100.0,81.67586104823357,False,200,5.130379544853156,False,0.5108944909835208,False,,False,81.67586104823357,False,False,
results_v2_pilot\common_start\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ISFJ__static__bull_trap__seed42__rep0.csv,v2,bull_trap,42,fw_single,ISFJ,static,common,27,8f47bb06205b11dc,8f47bb06205b11dc,True,False,FileNotFoundError: engine 'fw_single' needs an accepted SMM estimate at <repo>\envs\v2\params\fw_single_stock.json; none exists (the attempt was rejected: fw_single_stock.REJECTED.json). Use engine 'ar1_fit' (the documented CAL fallback) explicitly.,True,100.0,81.67586104823357,False,200,5.130379544853156,False,0.5108944909835208,False,,False,81.67586104823357,False,False,
results_v2_pilot\common_start\gemini-2.5-flash\crash\seed42\gemini-2.5-flash__ENTJ__static__crash_d0.7__seed42__rep0.csv,v2,crash,42,fw_single,ENTJ,static,common,27,608c3290511b88b2,608c3290511b88b2,True,False,FileNotFoundError: engine 'fw_single' needs an accepted SMM estimate at <repo>\envs\v2\params\fw_single_stock.json; none exists (the attempt was rejected: fw_single_stock.REJECTED.json). Use engine 'ar1_fit' (the documented CAL fallback) explicitly.,True,100.0,37.49511891153749,False,200,12.818220349874096,False,0.5108944909835208,False,,False,37.49511891153749,False,False,
results_v2_pilot\common_start\gemini-2.5-flash\crash\seed42\gemini-2.5-flash__INTJ__static__crash_d0.7__seed42__rep0.csv,v2,crash,42,fw_single,INTJ,static,common,27,608c3290511b88b2,608c3290511b88b2,True,False,FileNotFoundError: engine 'fw_single' needs an accepted SMM estimate at <repo>\envs\v2\params\fw_single_stock.json; none exists (the attempt was rejected: fw_single_stock.REJECTED.json). Use engine 'ar1_fit' (the documented CAL fallback) explicitly.,True,100.0,37.49511891153749,False,200,12.818220349874096,False,0.5108944909835208,False,,False,37.49511891153749,False,False,
results_v2_pilot\common_start\gemini-2.5-flash\crash\seed42\gemini-2.5-flash__ISFJ__static__crash_d0.7__seed42__rep0.csv,v2,crash,42,fw_single,ISFJ,static,common,27,608c3290511b88b2,608c3290511b88b2,True,False,FileNotFoundError: engine 'fw_single' needs an accepted SMM estimate at <repo>\envs\v2\params\fw_single_stock.json; none exists (the attempt was rejected: fw_single_stock.REJECTED.json). Use engine 'ar1_fit' (the documented CAL fallback) explicitly.,True,100.0,37.49511891153749,False,200,12.818220349874096,False,0.5108944909835208,False,,False,37.49511891153749,False,False,
results_v2_pilot\common_start\gemini-2.5-flash\flat\seed42\gemini-2.5-flash__ENTJ__static__flat__seed42__rep0.csv,v2,flat,42,fw_single,ENTJ,static,common,27,8b5116e50369c224,8b5116e50369c224,True,False,FileNotFoundError: engine 'fw_single' needs an accepted SMM estimate at <repo>\envs\v2\params\fw_single_stock.json; none exists (the attempt was rejected: fw_single_stock.REJECTED.json). Use engine 'ar1_fit' (the documented CAL fallback) explicitly.,True,100.0,37.49511891153749,False,200,5.130379544853156,False,0.5108944909835208,False,,False,37.49511891153749,False,False,
results_v2_pilot\common_start\gemini-2.5-flash\flat\seed42\gemini-2.5-flash__INTJ__static__flat__seed42__rep0.csv,v2,flat,42,fw_single,INTJ,static,common,27,8b5116e50369c224,8b5116e50369c224,True,False,FileNotFoundError: engine 'fw_single' needs an accepted SMM estimate at <repo>\envs\v2\params\fw_single_stock.json; none exists (the attempt was rejected: fw_single_stock.REJECTED.json). Use engine 'ar1_fit' (the documented CAL fallback) explicitly.,True,100.0,37.49511891153749,False,200,5.130379544853156,False,0.5108944909835208,False,,False,37.49511891153749,False,False,
results_v2_pilot\common_start\gemini-2.5-flash\flat\seed42\gemini-2.5-flash__ISFJ__static__flat__seed42__rep0.csv,v2,flat,42,fw_single,ISFJ,static,common,27,8b5116e50369c224,8b5116e50369c224,True,False,FileNotFoundError: engine 'fw_single' needs an accepted SMM estimate at <repo>\envs\v2\params\fw_single_stock.json; none exists (the attempt was rejected: fw_single_stock.REJECTED.json). Use engine 'ar1_fit' (the documented CAL fallback) explicitly.,True,100.0,37.49511891153749,False,200,5.130379544853156,False,0.5108944909835208,False,,False,37.49511891153749,False,False,
results_v2_pilot\main\gemini-2.5-flash\bull_trap\seed42\gemini-2.5-flash__ENTJ__memory__bull_trap__seed42__rep0.csv,v2,bull_trap,42,fw_single,ENTJ,memory,target,27,8f47bb06205b11dc,8f47bb06205b11dc,True,False,FileNotFoundError: engine 'fw_single' needs an accepted SMM estimate at <repo>\envs\v2\params\fw_single_stock.json; none exists (the attempt was rejected: fw_single_stock.REJECTED.json). Use engine 'ar1_fit' (the documented CAL fallback) explicitly.,True,100.0,81.67586104823357,False,200,5.130379544853156,False,0.5108944909835208,False,,False,81.67586104823357,False,False,
